Author_Username,Tweet_Text,Mentions,Reply_To,Quote_Tweet_Of,Engagement,Sentimen
@repoeblikan,"Sama spt pernyataan penuh percaya dirinya bhw Kasmudjo adalah pembimbingnya, byk investor IKN over subscribe, melarang anak²nya masuk politik, piagam swasembada pangan, wawancara door stop, dll yg kemudian trbukti Ngibul & palsu.
Ttp bangga mski putus urat malu.",,@MichelAdam1515,,"Replies: , Retweets: 1, Likes: 2",0
@NurdiansyahDian,"Jujur atas pesanan 6.000 unit mobil Esemka, jujur atas pembangunan IKN tanpa APBN, jujur atas ratusan investor di IKN, jujur akan tinggal di IKN setelah diresmikan, jujur atas pengadaan kereta cepat whoosh tanpa APBN, jujur atas ah lu tambahin sendiri lah mul.",,@AryaBagus458559,,"Replies: 1, Retweets: , Likes: 6",0
@CeciliaSuwanda1,"Oleh2 Prabowo dari plesiran 35 kali mondar mandir ke LN, akhirnya berhasil menarik investor Jepang dan Korsel.

Tunggu saja realisasinya nanti gimana.  Baru sebatas kertas MOU. 

Pengalaman lalu, IKN sdh tandatangan puluhan MOU dg pihak asing namun belum ada realisasinya.",,@SetiawanTj67427,,"Replies: 2, Retweets: 1, Likes: 2",0
@AniesBigFans,"Apa bedanya orang ini dengan penipu sebelumnya yg bilang klo dikantongnya ada 11ribu triliun tapi sibuk mambah utang, kesana kemari cari investor buat IKN dan whoosh Yg skr dengan sombong bilang 'Tenang uangnya ada' tapi terus menerus menambah utang baru demi MBG dan Kopdes",,,,"Replies: , Retweets: , Likes: 2",0
@aminoto7,"Dulu si kurus blg sdh masuk investor IKN pada antre  hasilnya tipu2, akankah murid sama dgn gurunya ?",,@RadioElshinta,,"Replies: , Retweets: 1, Likes: 2",0
@Gank_Of_Petojo,"belada 2 presiden semau gue ...

US White House ballroom vs istana garuda ikn

1. Pendanaan
  US: trump mendapatkan donasi hampir $400 juta, tidak memakai uang pajak dari rakyat
  ID: mukidi berencana mendapatkan investor dan berjanji tidak pakai APBN, tapi kenyataannya sampai",,,,"Replies: 4, Retweets: 22, Likes: 51",0
@Dedy44169434,Ngikik so hard.. dah mirip mulyono aja koar2 investor dah antri invest di IKN nyatanya zonk… hey anak2 wowok dan wiwik pinter dikit nape IQ lu jongkok.. angka itu komitmen diatas kertas yg ga ada harganya sampe ada realisasi.. goblok amat wok mau dikibulin jepang ,,@neVerAl0nely___,,"Replies: , Retweets: , Likes: 2",0
@y_yumnan,"Bawa pulang komitmen IDR 370 Trilliun ketanah air tidak sama dengan realisasi dilapangan. Jadi ingat Jokowi sewaktu cerita investor ngantri masuk IKN. Tapi berdoalah, semoga jadi kenyataan karena Jepang sudah melupakan soal Proyek KA Cepat Jkt-Bdg !",,@neVerAl0nely___,,"Replies: , Retweets: , Likes: 4",0
@Chynthia_K,".
Ingat Omongan Rocky:
Hoax Terbaik adalah Hoax versi Pemerintah.

Seperti Omongan 
@jokowi
 soal Ratusan Investor yg tertarik sama IKN.

Alhasil..Hutang Negara Malah Bengkak. Korupsi makin Menggila. System Negara Rusak.",@jokowi,@setkabgoid,,"Replies: 2, Retweets: 1, Likes: 16",0
@dimarsasongko98,"Rp 89 trillion of the state budget has already been spent on IKN since 2022.

Foreign investors: nothing significant.

Presidential decree on the capital relocation: not yet issued.

Population: 147,000 souls on land nearly 4× the size of Jakarta.

Legal status: Constitutional Court affirms the capital is still Jakarta.

We've already paid dearly for a city that legally isn't yet the capital, economically isn't desired by anyone, and physically is sparsely inhabited.

Whose money is being used to prove a dream that hasn't even had its presidential decree signed?",,,,"Replies: 30, Retweets: 76, Likes: 202",0
@boyzn3xtdoor,gw selalu ngakak kalau keinget man of contradiction ini:,,,@tempodotco,"Replies: , Retweets: , Likes: ",0
@musanglangit,"IKN itu jln buntu, gak nyambung ke mana2, bkn lokasi strategis utk bisnis, & mmg dr awal tdk diset sbg pusat bisnis.. 
Investor mana yg mau investasi di jln buntu, selain yg punya gawe sendiri???
Proyek ngawur ini berpotensi menyedot APBN 50-100 thn ke dpn sblm jd kota mandiri.",,,,"Replies: , Retweets: , Likes: ",0
@Lana_Zeng,"masi mending ikn drpd embege... ikn paling ga masi ada cakep2nya, kl ga jadi ibukota mungkin tar bisa jd jurasic park... lha kalo embege? uda jadi t41, mau dibuat pupuk jg ga sesuai standard.",,,,"Replies: , Retweets: , Likes: 4",0
@eddesign_,"Satu lg tambahan, biaya maintenanncenya Rp200-Rp300 miliar per tahun. Ini baru tahap awal, dan akan terus membengkak secara eksponensial seiring bertambahnya infrastruktur baru spt jalan tol, bandara, dan istana wapres yg segera selesai.

Ini tergolong pemborosan anggaran gak",,,,"Replies: , Retweets: , Likes: ",0
@Jediimar,"+ 
CSR (hasil barter PSN PIK2) dr 9naga di IKN,
Value nya lebih besar dr 89T.",,,,"Replies: 1, Retweets: , Likes: 1",1
@BeyondIHSG,"One of the biggest blunder Pres. 
@jokowi
 ever made (beside forcing his son as vice Pres). The intention is good, but the execution is poorly made. Typical policy during his 2nd terms",@jokowi,,,"Replies: , Retweets: , Likes: 1",0
@buzuzima0,89 triliun APBN untuk IKNinvestor asing nihil signifikanibu kota hukumnya masih Jakarta. Bayar mahal buat apa seh,,,,"Replies: , Retweets: , Likes: ",0
@realitakantor,"Perdebatan soal IKN pada akhirnya bukan soal gedung atau lokasinya.

Tapi soal prioritas dan hasil.

Karena ketika uang publik digunakan dalam jumlah besar, wajar jika masyarakat bertanya:

Apa targetnya? Sudah sejauh mana tercapai? Dan kapan manfaatnya benar-benar bisa",,,,"Replies: , Retweets: , Likes: 4",1
@fatiharuny,iya ya pemerintahan prabowo terlalu carut marut sampe kita lupa ada candi ikn yang luput dari liputan media,,,,"Replies: , Retweets: , Likes: ",0
@KerjaHasil_id,"Lah trus angka2 itu apa? Satu untuk negara? #buzzer Jadi ingat dengan kelakuan RC di tata kelola minyak. Caranya mirip.

#JuruDamai tetap #BayarUtang",,,@KangDien_Wae,"Replies: 2, Retweets: 1, Likes: 3",1
@SimpsonsCapital," Jika IKN mau ada Investor, Buatlah sirkuit F1 di Balikpapan. Pasti yang datang adalah orang-orang konglomerat. MOTOGP itu ga kuat untuk marketing, karena yang nonton moto gp marketnya beda

Jokowi emang ndableg! gak ngerti masalah bernegara! Thailand bisa kuat dan maju karena sabung ayam legal disana. perputaran mata uang mereka dari kelas bawah sangat masif akibat pelegalan sabung ayam

Indonesia munafik, melegalkan kasino ga mau! tapi prostitusi dan minuman alkohol + judi online dan narkoba makin marak

pajak las vegas + kucing di malaysia itu besar untuk pembangunan infrastruktur. negara jadi ga usah pakai obligasi melulu utk bangun infrastruktur, pakai saja pajak dari perjudian

Indonesia dikelola oleh orang-orang plenger! ga ada gebrakan dan cenderung jalan ditempat. nebangi hutan terus kerjanya, Guwendeng!",,,@SimpsonsCapital,"Replies: , Retweets: , Likes: ",0
@ArjayaDirja,"God's grace that is never used the most is the Brain..the facts:
6 thousand Esemka units they believe
11 thousand trillion in their pockets they believe
Stop imports they believe
IKN investors lining up they believe
Freeport already controlled they believe
Not meddling during presidential elections they believe",,,,"Replies: 34, Retweets: 159, Likes: 437",0
@Gun999Mas,"Turun gunung ... gunung apa? gunung kawi atau gunung-gunungan. 
Lihatlah mantan Presiden seperti Pak 
@SBYudhoyono
 dan Bu Megawati tenang-tenang saja gak bikin gaduh, meskipun mereka berdua pimpinan partai ternama di negeri ini.",@SBYudhoyono,,,"Replies: 2, Retweets: , Likes: 3",1
