Author_Username,Tweet_Text,Mentions,Reply_To,Quote_Tweet_Of,Engagement
@Dpram_Back,"Itulah judol !!! 
Knp juga pemerintah tak bisa berkutik dgn aplikasi judol itu
Sangat mengherankan kan
Ada"" komdigi.""
Tapi kek tutup mata. 
Dagelan!!!",,,@Gendoet3G,"Replies: 2, Retweets: 1, Likes: 2"
@xLanglangBuana,"Sampai hari raya kuda sekali lagi, judol nggak bisa diberantas sama Komdigi. Kehebatan Komdigi langsung hilang berhadapan dengan duit dari bandar.",,,@kurawa,"Replies: 1, Retweets: 4, Likes: 34"
@nu_online,"Meski Komdigi klaim telah memblokir 3,4 juta situs judol, tapi perputaran dana judi online tembus hingga Rp286 triliun dan papar 200 ribu anak. 
https://
nu.or.id/nasional/3-4-j
uta-situs-diblokir-perputaran-judol-tembus-rp286-triliun-hingga-papar-200-ribu-anak-indonesia-RJlVj?utm_source=dlvr.it&utm_medium=twitter
…",,,,"Replies: , Retweets: 1, Likes: 5"
@akademicryptoid,"The Ministry of Communication and Digital Affairs (Komdigi) has officially blocked access to the Polymarket website in Indonesia, as it is deemed to constitute online gambling practices (judol) packaged as a prediction market.",,,,"Replies: 9, Retweets: 1, Likes: 25"
@SoundOfYogi,"JUDOL LAGI GAES GARA2NYA

Komdigi malah sibuk blokir wikipedia

Tolol apa tolol itu mentri2nya si dakocan dementia?",,,@destipra22,"Replies: 2, Retweets: 7, Likes: 81"
@HisWeihunqi,"Ordal Komdigi bukannya blokir judol malah ngegrooming via Vtuber  

Emang bener gw tinggalin itu hobi karena faktor U.",,,,"Replies: , Retweets: , Likes: "
@txtdaritaxpayer,"Well, Komdigi can block the Polymarket gambling website.

Why do gambling sites still keep popping up to this day?",,,@kumparan,"Replies: 177, Retweets: 1.7K, Likes: 4.2K"
@bangherwin,"Kenapa Komdigi cepat sekali men-takedown video Amien Rais…

Tapi lambat menyentuh video hoax Ade Armando dkk?
Dan tutup mata soal iklan judol yang tiap hari lewat di timeline?

Penegakan aturan ini berdasarkan hukum…
atau siapa yang sedang berbicara?",,,,"Replies: 36, Retweets: 173, Likes: 320"
@bakuldimsum_,Komdigi kontol giliran ngurusin Teddy cepet bener. Urusin tuh judol nyet,,,@Piyusaja2,"Replies: , Retweets: , Likes: 10"
@dimzsky_,"Saran gua Komdigi berubah nama aja jadi Kementerian Penerangan. Komdigi cuma melindungi wibawa pemerintah di ruang digital, sementara keamanan data warga, hak atas informasi, pemerataan akses internet, dan perlindungan dari kejahatan judol serta pinjol ilegal, gak pernah dijamin.",,,@KapudS640,"Replies: 1, Retweets: 371, Likes: 829"
@_cenk90E,"Sarapan Pagii di hari senin ini ko ribet banget sih, beli kue Bugis yang jual lagi cebok, nyari kue dodol yang jual lagi gila judol, semoga lekas bangun bung, inget itu dilarang komdigi katanya ",,,,"Replies: , Retweets: , Likes: 1"
@kompascom,"Baca di sini: 
https://
nasional.kompas.com/read/2026/05/1
5/13045661/200000-anak-terpapar-judol-anggota-dpr-pemblokiran-saja-tak-cukup?utm_source=twitter&utm_medium=social
… 

Anggota Komisi VIII DPR RI, Dini Rahmania menilai penanganan judi online yang kini menyasar anak-anak tidak cukup hanya lewat pemblokiran situs karena praktik judol terus bermunculan dengan berbagai cara baru.

~IQ #Komdigi #DPR #anak",,,,"Replies: 1, Retweets: , Likes: 2"
@brightlyweb3,Kalo bs sampe take down videonya amin rais hrsmya komdigi bs nutup akses bandar judol dong. Kalo website doang mah hacker juga udah bs,,,,"Replies: , Retweets: , Likes: "
@detik_edu,"Komdigi Ungkap 200 Ribu Anak Indonesia Terpapar Judol, Banyak di Bawah 10 Tahun",,,,"Replies: , Retweets: , Likes: "
@PR_Kuningan,"Generasi Cemas! Menkomdigi Ungkap 80 Ribu Anak Usia di Bawah 10 Tahun Sudah Terpapar Judi Online 
https://
kuningan.pikiran-rakyat.com/lifestyle/pr-5
310209907/generasi-cemas-menkomdigi-ungkap-80-ribu-anak-usia-di-bawah-10-tahun-sudah-terpapar-judi-online
… 
#judionline #judol #komdigi #pikiranrakyatkuningan",,,,"Replies: , Retweets: , Likes: "
@wdwidaa,"Komdigi stress ya kamu?! Threads sama ig dibungkam, judol dipelihara. Kekal di neraka kek lu² pada ",,,,"Replies: , Retweets: , Likes: "
@HisyamMochtar,"Komdigi gercep banget jika yang terganggu itu kekuasaan. Itu artinya sebenarnya secara teknis bisa memblokir judol, pinjol ataupun  melindungi data warga. Apa karena membantu rakyat ga ada untungnya?",,,,"Replies: 11, Retweets: 30, Likes: 64"
@alfatih212426,"Fakta emak² lebih efektif hajar para bandar dan judol daripada oknum aparat mayoritas pengayom bandar dan judol Komdigi malah dukung bunda Teddy blokir konten Amin Rais . Gak blokir situs judol   
https://
facebook.com/share/r/1CvdrN
wQtb/
…",,,,"Replies: , Retweets: , Likes: "
@fransis74201222,"KOMDIGI  BUKAN  URUSIN  JUDOL., URUSAN   PENDAPAT ORANG . KAN MENGELUARKAN PENDAPAT  DI LINDUNGI  OLEH UNDANG - UNDANG   JANGAN  GITU DONG  MISS KOKOM..",,,@tribunnews,"Replies: , Retweets: 1, Likes: 1"
@noorriansjah,"Instagram gabisa komen, repost, sharepost. Komdigi ini canggih cuy bisa kondisiin Instagram begitu. Tp ko gabisa blokir akun promosi judol di ig, YouTube dan platform lain? unik.",,,,"Replies: , Retweets: , Likes: "
@detikinet,"Satgas Komdigi-Polri, Penanganan Scam hingga Judol Dijanjikan Lebih Cepat",,,,"Replies: , Retweets: , Likes: "
@TirtoID,Komdigi Blokir Situs Polymarket Karena Terindikasi Judol,,,,"Replies: 1, Retweets: , Likes: 1"
@mediaindonesia,"Komdigi memperkuat koordinasi dengan Polri untuk mengusut tuntas kasus judi online (judol) jaringan internasional yang beroperasi di Hayam Wuruk Plaza Tower, Jakarta.",,,,"Replies: , Retweets: , Likes: "
@KompasTV,"Komdigi Sebut 200 Ribu Anak Terpapar Judol, Anggota DPR: Merusak Mental, Pemeritah Tak Boleh Diam",,,,"Replies: , Retweets: 1, Likes: 5"
@PicalG,"Eh, di trending topic ada kata judol muncul. Setelah ditelusuri, oalah ternyata ini penyebabnya.
Memang betul sih, komdigi jangan banyak manuver dulu kalau masalah judol gak kelar-kelar.",,,,"Replies: , Retweets: , Likes: "
@RadioElshinta,"Komdigi ungkap 200 ribu anak terpapar judol, bagaimana selamatkan generasi?",,,,"Replies: , Retweets: , Likes: "
@officialbitv,"OJK Blokir 33.836 Rekening Judi Online, Upaya Berantas Transaksi Ilegal Terus Diperkuat


https://
bitvonline.com/nasional/68819
/ojk-blokir-33836-rekening-judi-online-upaya-berantas-transaksi-ilegal-terus-diperkuat/
…

#JudiOnline #Judol #OJK #RekeningJudol #PemblokiranRekening #Komdigi #PerbankanIndonesia #KeuanganIndonesia #PemberantasanJudiOnline #Bitvonline",,,,"Replies: , Retweets: , Likes: "
@glowinbeautyy,"Komdigi kata gue mah mending lu berantas judol, daripada ngurusin sosmed warga. Astagfirullah ",,,@tempodotco,"Replies: 2, Retweets: , Likes: 2"
@ArtaN7707,"""Meutia Hafiz mengancam melaporkan Amien Rais karena mengkritik Prabowo dan Teddy.

Sesuai putusan MK 105/XXII/2024, pejabat negara boleh dikritik.

Yang seharusnya ditindaklanjuti itu komdigi yang melindungi judol""

#2026JokowiHarusDiadili 
#2026JokowiHarusDiadili",,,,"Replies: 23, Retweets: 269, Likes: 622"
@RadioElshinta,"Nantikan Diskusi Interaktif Malam Ini: 

""Komdigi ungkap 200 ribu anak terpapar judol, bagaimana selamatkan generasi?"" 

Narasumber: 

Pkl 23.00 ::: Praktisi/Pakar Pendidikan di Jawa Timur, Isa Anshori. 

Pkl 24.00 ::: Sosiolog universitas Katolik Soegijapranata, Hermawan",,,,"Replies: , Retweets: , Likes: "
@Ari3Pras,"Daripada ngurusin aki2 sepuh, mending kalian take down situs2 JUDOL, PINJOL, dan bereskan operator curang perampok sisa kuota internet kadaluwarsa!

Optimalkan kapasitasmu 
@kemkomdigi


Komdigi Tegaskan Takedown Video: Bukan Serang Amien Rais, Tapi soal Hoaks dan Ujaran Kebencian",@kemkomdigi,,,"Replies: , Retweets: 4, Likes: 6"
@MariaAlkaff_,"I got a love letter from X, saying that X received a report about my post that's currently being highlighted by Komdigi.

Alright, rather than my account getting suspended, I deleted that post...

Just the writings from someone like me are already troubling Komdigi.
Do gambling",,,,"Replies: 34, Retweets: 32, Likes: 120"
@adoraboul,"Kenalan aku, kerjanya judol, sekarang punya utang puluhan juta. Minjem duit 200, alasannya nyari sponsor karena mau nyalonin jadi ketua BEM. Anj, ancur dah itu kampus.",,,,"Replies: 1, Retweets: , Likes: "
@1995Escape,"Komdigi makes a gambling site: 

Komdigi makes a protest action: 

These damn jerks really deserve to rot all the way to their grandkids' grandkids",,,@indepenSumatera,"Replies: , Retweets: , Likes: "
@GuitarsCute,"dan biasanya orang kejebak judol tuh jual barangnya murah yang penting ada duit buat depo, jadi kalau punya temen kejebak judol temenin , siapa tau dapet barang murah ,bagus dibawah harga pasar",,,@myshawti,"Replies: , Retweets: , Likes: 1"
@jaepriss,"Episode ini tentang judol njir, kementrian pendidikan aja bisa kerja sama breng kementrian hukum dan komdigi untuk bisa hukum pelaku judol sama blokir itu situs. Tapi lagi2 ngarep apa di indonesia, akan selalu jadi mimpi basah wni 
#TeachYouaLessonEp7",,,,"Replies: , Retweets: , Likes: 1"
@vasagoburn1,Gila lo ya komdigi / cyber crime polri . Tiba2 banget facebook ma ig ga bisa diakses padahal cmn disana info soal demo hari ini . Berantas situs judol turu terus kerjaan e,,,,"Replies: 1, Retweets: , Likes: "
@petricoers,"damn.... even the ones with color get hit too...... judol's handling it, fuck, komdigi",,,@xnghancity,"Replies: 1, Retweets: 3, Likes: 12"
@xLanglangBuana,"Kim Jong Wo sudah mengerahkan pasukan setan Komdigi untuk memblokir media yang digunakan rakyat untuk mobilisasi.

Yang nggak bisa dilakuin Komdigi Asu dan Prabowo adalah memblokir Judol.",,,@kumparan,"Replies: , Retweets: , Likes: "
@nyonyamlyn,Komdigi ato kominfo kerjaannya ngapain anjir. Lagi enak enak main candy crush iklannya judol. Bahkan adzan ashar belum ini woy,,,,"Replies: , Retweets: , Likes: "
@lalavie_enrose,"Komdigi kalo urus beginian cepet banget, kalo judol gak diurus.. stupid",,@bakuldimsum_,@haixensen,"Replies: , Retweets: , Likes: "
@mediaindonesia,"#EditorialMI Upaya melindungi anak-anak dari paparan judol mesti jadi agenda bersama dan dilakukan segera. Pada usia emasnya nanti, Indonesia tentu tak boleh diisi manusia yang menggapai takdir lewat peruntungan.",,,,"Replies: , Retweets: , Likes: 1"
@onrambled,"You're so awesome, 
@kemkomdigi
, but it'd be even more awesome if you could wipe out judol and illegal pinjol ",@kemkomdigi,,,"Replies: , Retweets: 1, Likes: 1"
@Jochard_Baby,"Last week, I felt mentally drained, physically exhausted, and spiritually distant. I became so overwhelmed that I barely made time to talk to God or even offer a simple prayer of praise. But I'm slowly finding my way back to Him 

KUMUSTA KA JODINATICS
#KUMUSTA #JuneisForJODI",,,@JodinaticsOFCL,"Replies: 1, Retweets: , Likes: 1"
@gyumirae,"Bahkan mereka juga masukin concern terbesar untuk semua rakyat di dunia, yaitu judol  mereka remind ke penonton kalau judol itu ga cuma mempengaruhi orang dewasa aja, tapi juga bisa menjamur ke anak” yang masih mudah banget dipengaruhi dan betapa bahayanya itu utk semua usia",,,@tanyarlfes,"Replies: , Retweets: , Likes: "
@Capitalisborju,"Komdigi kemana nih kerjanya... Atau lagi panen raya slot Judol piala Dunia..... 

Hayooo   kamu ketahuan...",,,,"Replies: , Retweets: , Likes: "
@coma_77_,"@유디트야진실의방으로가서대화를해보라고했더니감금시킨거니?

ㄹㅇ오푸스랑젬이오잘못교미시킨거같다",,,@9sal_ap,"Replies: , Retweets: , Likes: 1"
@girlwithjudtae,"WOT IS THISSSSSSSSS HELPPPPPPP HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAAHAHHAHAHAHHHAHHAHH



NUNEW X GDH ORCHESTRA
#GDHโตมาด้วยกันคอนเสิร์ต

~ᰔᩚ #NuNew 
@CwrNew",@CwrNew,,@TeamSupportNNew,"Replies: , Retweets: , Likes: "
@RadioMega1,"»Vsakemu Judu je dovoljeno uporabljati laži in krivo prisego, da bi Nejuda pripeljal v pogubo.« (Bhabha Kamma 113a).
Še posebej, ko so to ključne naloge v Policiji in Pravosodju vseh 35 let",,,@avrelij5848475,"Replies: , Retweets: , Likes: "
@DoguErgildogu,"He was only eighteen years old. His weapon of choice was not a pistol, but a small vial of acid. And yet this young boy managed to save fourteen thousand lives from inevitable death.

In 1943, Paris was a dark place under Nazi occupation. Adolfo Kaminsky was a young apprentice",,,@nettermike,"Replies: 6, Retweets: 20, Likes: 74"
@IsmiMaulidyati,"akhirnya pake nama ""Detective Conan"" bukan ""Case Closed"" lagi  dan nama² karakternya pakai nama Jepang ""Kudo Shinichi"" bukan pakai nama English ""Jimmy Kudo"" ",,,@VIZMedia,"Replies: 2, Retweets: 1, Likes: 23"
@Kazunori_Komoda,"本日 “銀行業務検定試験　融資推進３級” に合格しました。引き続き、勉強がんばります

すべて、yuiさん 
@yui_vlog
 のおかげです

（Profile 更新 
https://
office-komoda.jp/komoda-profile/ ）",@yui_vlog,,@Kazunori_Komoda,"Replies: , Retweets: , Likes: 1"
@azp__,"Komdigi = dinas penerangan ver 2.5

Mirip mirip sama akun penyebok, tapi lebih punya kuasa",,,,"Replies: , Retweets: , Likes: "
@ryujinwha36220,"Web bngst, komdigi ngapain sih. Judol kek tai asli, pop up iklan kek GK ada ads lain. Film bisa, game bisa, channel youtub bisa. Kenapa harus judol sih bngsd, anjng bngt. Hidup cmng sekali, yg bener kek ngejalanin hidup. Sok berkuasa bngt emng lu tuhan?, tuhan aja GK SE npd itu",,,,"Replies: , Retweets: , Likes: "
@JinLong_4869,"Mira ""Lucha de Hermanos"" de Imdugud MutuDinjir, creado en 
@KomikoAI
!

#ArteAI #AnimeAI

https://
komiko.app/s/8AHSAw",@KomikoAI,,,"Replies: , Retweets: , Likes: "
@JodinaticsOFCL,"Ang simple lamang ng tanong, pero ang hirap ilagay sa isang post ang sagot 

Let us send lots and lots of love for our birthday girl 
@JodiStaMaria
 in the comments. What other way to relay our JODInatics–kind-of-kumusta than love, love, love 

KUMUSTA KA JODINATICS",@JodiStaMaria,,,"Replies: 1, Retweets: 4, Likes: 5"
@kdrama_menfess,"•kdm•  Teach You A Lesson

Instead of sleeping, you went and played judol until morning, lost a million won lolololol Serves you right, who told you to ",,,,"Replies: 52, Retweets: 139, Likes: 1.4K"
@ketikkabar,"Polda Metro Jaya memeriksa salah seorang mantan Direktur Jenderal (Dirjen) di Kementerian Komunikasi dan Digital (Komdigi) terkait dugaan penyalahgunaan wewenang dalam pemblokiran situs judi online (judol).

https://
ketikkabar.com/2024/12/07/pol
da-metro-jaya-periksa-mantan-dirjen-komdigi-terkait-kasus-pemblokiran-situs-judol/
…",,,,"Replies: , Retweets: , Likes: "
@RiauNewsOnline,"Tak Lolos Seleksi di Komdigi AK Malah Kendalikan Pemblokiran Judol di Komdigi, Polisi Dalami Bekingannya - Riaunews 
https://
riaunews.com/hukum-kriminal
/tak-lolos-seleksi-di-komdigi-ak-malah-kendalikan-pemblokiran-judol-di-komdigi-polisi-dalami-bekingannya/
…",,,,"Replies: , Retweets: , Likes: "
@Moonstraw78,"Komdigi berantas judol melalui pemblokiran ribuan konten dan situs judi, patroli siber, edukasi publik, pelaporan oleh masyarakat, serta koordinasi dengan lembaga keuangan dan internasional. 
 #komdigibasmijudol",,,,"Replies: , Retweets: , Likes: "
@regitajen,"Ada user nelpon cs, awalnya kena tipu. Terus akunnya diretas. Eh penipunya ikut bikin laporan juga. Panjanglah drama di email. Tim terkait minta beberapa data buat bukti tambahan. Si korban marah-marah karena ada uangnya. Pas dicek tu uang masuk dari hasil judol.",,,,"Replies: 1, Retweets: , Likes: "
@strategi_id,"DHUAAAR!!
Ternyata Tersangka AK atau Adi Kismanto pernah ikut test seleksi tenaga pemblokiran di Komdigi dan hasilnya tidak lolos, namun tetap dipekerjakan disana dengan  status memliki wewenang pemblikiran situs judol

#kondigi #tersangka #strategiid",,,,"Replies: , Retweets: , Likes: "
@adaditaa,"komdigi apa ga bisa ya analisis masalah dan ngasi solusi sampai ke akar (?) SMS IMBAUAN— efektivitasnya berapa persen kalo dibandingkan sama pemblokiran situs judol, rekening judol.",,,@tempodotco,"Replies: 1, Retweets: , Likes: "
@bontang_barat,"https://
news.detik.com/berita/d-76173
16/pegawai-komdigi-tak-jalankan-pemblokiran-situs-judi-online-terus-terusan-lolos
…

https://
news.detik.com/berita/d-76173
16/pegawai-komdigi-tak-jalankan-pemblokiran-situs-judi-online-terus-terusan-lolos
…

Polda Metro Jaya menyatakan judi online (judol) masih merebak salah satunya karena tidak berjalannya pemblokiran.",,,,"Replies: , Retweets: , Likes: 2"
@nameItAllSarah,"https://
metro.tempo.co/read/1936374/p
egawai-kementerian-komdigi-lindungi-situs-situs-judi-online-dari-pemblokiran-dpr-kelemahan-internal
…
pengkhianat ya begini, berapa byk anak bangsa hancur gegara judi online, RT berantakan, bunuh diri, sampai kejahatan meningkat krn candu judi online, bener2 bencana nasional dan dibalik itu ada yg punya source basmi blokir situs judol malah main 2 kaki",,,,"Replies: , Retweets: , Likes: 1"
@SujatmikoAnjar,Rekening terindikasi Judol kini telah diblokir #BCA #Komdigi #Judol #PemberantasanJudol,,,,"Replies: , Retweets: , Likes: "
@FraksiPKB,"Anggota Komisi I DPR RI dari Fraksi PKB Oleh Soleh, memberikan apresiasi kepada Kementerian Komunikasi dan Digital (Komdigi) atas keberhasilannya memblokir 2,4 juta situs dan konten judi online (judol) selama periode 20 Oktober hingga 2 November 2025.",,,,"Replies: 1, Retweets: , Likes: "
@NasionalisSiber,"Postingan pengungkapan judol di Kementerian Komdigi seringkali di blokir hingga tak bisa tayang.
Indikasi pendukung judol masih ada yg bercokol di Kementerian Komdigi dengan melakukan pemblokiran berita terkait pengungkapan kasus judol oleh @poldametrojaya
Cc 
@CCICPolri
 
@prabowo","@CCICPolri, @prabowo",,,"Replies: , Retweets: , Likes: 1"
@indozonemedia,"Polda Metro Jaya terus menambah jumlah tersangka dalam kasus penyelewengan pemblokiran situs judol yang melibatkan pegawai Komdigi.

https://
news.indozone.id/news/915278955
/jumlah-tersangka-blokir-situs-judol-libatkan-pegawai-komdigi-jadi-15-orang-ini-detailnya
…",,,,"Replies: , Retweets: , Likes: "
@ajimit,"Apapun kalian lakukan kecuali berantas judol dan pinjol ya, 
@kemkomdigi
 ?

Kalo gue dapet juga, berarti kalian telah mengkonfirmasi ""membungkam"" kritik terhadap pemerintah, yang jelas melanggar pasal 28 UUD 1945 tentang ""Kebebasan Berpendapat"".",@kemkomdigi,,@linxxxc_,"Replies: , Retweets: , Likes: "
@Lampu_Merah29,"setuju banget, karena mau tak mau wajib daftar pse. disisi lain, komdigi justru malahan ancam blokir tp tdk memberikan solusi+pemblokiran judol tdk efektif.",,@idwiki,@yayan550,"Replies: 1, Retweets: , Likes: "
@officialbitv,"200 Ribu Anak Terpapar Judi Online, DPR Desak Penanganan Lebih Serius dari Sekadar Pemblokiran


https://
bitvonline.com/nasional/67061
/200-ribu-anak-terpapar-judi-online-dpr-desak-penanganan-lebih-serius-dari-sekadar-pemblokiran/
…

#JudiOnline #Judol #AnakIndonesia #DPRRI #MeutyaHafid #DiniRahmania #Komdigi #InternetSehat #PerlindunganAnak #LiterasiDigital #bitvonline",,,,"Replies: , Retweets: , Likes: "
@ini_polisi,"Polda Metro Jaya menyatakan judi online (judol) masih merebak salah satunya karena tidak berjalannya pemblokiran. Hal itu terungkap saat polisi mengusut kasus dugaan judi online yang menjerat pegawai Komdigi sebagai tersangka.
 
https://
news.detik.com/berita/d-76173
16/jadi-tersangka-oknum-pegawai-komdigi-diduga-tak-blokir-situs-judi-online
…",,,,"Replies: , Retweets: 1, Likes: 1"
@monitordaycom,"Polda Metro Jaya masih melanjutkan penyelidikan kasus dugaan penyalahgunaan wewenang terkait pemblokiran situs judi online yang melibatkan pegawai Kementerian Komunikasi dan Informatika (Komdigi).

https://
monitorday.com/polisi-tangkap
-2-tersangka-baru-kasus-judol-komdigi-apa-perannya/
…",,,,"Replies: , Retweets: , Likes: "
@purplleseokjin,"Oalah pemerintah ajg, pantesan gue buat story ig ga bisa, ternyata lagi dibatasin. padahal ga ada bahas demo tapi tiba2 ga bisa upload dan ilang gitu aja, lagian akun gue juga gembokan jirrr. Giliran judol aja susah bener lu pada blokirnya. F U ",,,,"Replies: , Retweets: , Likes: "
@EICom2023,"Fakta baru dikuak oleh Polda Metro Jaya di balik kasus pegawai Kementerian Komunikasi dan Digital (Komdigi) yang seharusnya memblokir judi online, tapi malah melindungi dan meraup keuntungan dari 1.000 situs.",,,,"Replies: , Retweets: , Likes: "
@indozonemedia,"Polda Metro Jaya melakukan penggeledahan di Kantor Kementerian Komunikasi dan Digital (Komdigi) terkait pemblokiran situs judol.

https://
news.indozone.id/news/915266857
/polda-metro-geledah-kantor-komdigi-terkait-blokir-judi-online
…",,,,"Replies: , Retweets: , Likes: "
@detikinet,Menkomdigi Meutya Hafid mengungkapkan tantangan pemblokiran situs judi online yang dilakukan oleh Kementerian Komunikasi dan Digital (Komdigi).,,,,"Replies: , Retweets: , Likes: 1"
@TMIHARINI,"Menkomdigi Ungkap Susah Payah Blokir Judol: Tutup Satu Tumbuh 100

Menkomdigi Meutya Hafid mengungkapkan tantangan pemblokiran situs judi online di Indonesia, yang dilakukan oleh Komdigi.

Komdigi tugasnya adalah melakukan pencegahan, pengawasan.",,,,"Replies: 3, Retweets: 6, Likes: 14"
@radarbangsa_com,"Oleh Soleh Apresiasi Komdigi Soal Konten Judol Turun 57 Persen, Harap Pemblokiran Terus Dilakukan",,,,"Replies: 1, Retweets: , Likes: "
@dekade_08,"Polda Metro Jaya menetapkan 24 orang sebagai tersangka dalam kasus dugaan penyalahgunaan wewenang pemblokiran situs judi online melibatkan pegawai Kementerian Komunikasi dan Digital (Komdigi).

#presidenprabowo #prabowosubianto #judionline #judol #polisi #pemetintah",,,,"Replies: , Retweets: , Likes: 3"
@hope_emak,"Komdigi bisanya urus pemblokiran Live Tiktok, kalo urusan Bolkir situs Judol sama lacak akun fufufafa ya mana bisa 
 
https://
x.com/kunaouneta/sta
tus/1962893927696282078/video/1
…",,,,"Replies: , Retweets: 1, Likes: 2"
@NgkongRoses,"Dari sini tau kan kalau Komdigi tidak punya niatan serious terkait pemblokiran judol?

Why?",,,@KangManto123,"Replies: 6, Retweets: 7, Likes: 20"
@sigitwid,"Terlepas dari adanya orang dalam Komdigi yang diduga terlibat dalam kegiatan judol dan sangat perlu untuk diungkapkan, saya sebetulnya jusru ingin menyoroti bahwa pemblokiran sebetulnya bukan solusi efektif untuk memberantas judol, min.",,,@PartaiSocmed,"Replies: 2, Retweets: , Likes: 1"
@detikinet,Kementerian Komdigi memberikan perkembangan terbaru pemblokiran konten judi online selama lebih dari satu bulan terakhir. Simak rinciannya.,,,,"Replies: , Retweets: , Likes: "
@indozonemedia,"Beragam barang bukti turut disita oleh Polda Metro Jaya berkaitan dengan kasus pemblokiran situs judol yang melibatkan pegawai Komdigi.

https://
news.indozone.id/news/915288869
/fantastis-uang-rp737-miliar-disita-polda-metro-dalam-kasus-judol-libatkan-pegawai-komdigi
…",,,,"Replies: , Retweets: , Likes: 2"
@detikinet,"Ke depannya, Komdigi akan merilis laporan pemblokiran konten negatif di internet, termasuk judi online, secara transparan. 
https://
inet.detik.com/law-and-policy
/d-7622079/komdigi-bakal-rutin-ungkap-daftar-pemblokiran-situs-judol?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikinet&utm_source=Twitter#Echobox=1730721996
…",,,,"Replies: , Retweets: , Likes: "
@mmckalteng,"Kementerian Komunikasi dan Digital menggandeng Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) untuk melakukan pemblokiran terhadap rekening bank yang digunakan untuk transaksi judi online.

Selengkapnya 
https://
mmc.kalteng.go.id/berita/read/48
203/komdigi-gandeng-ppatk-blokir-rekening-putus-mata-rantai-judol
…

#BlokirJudol #PPATK",,,,"Replies: , Retweets: , Likes: 3"
@indozonemedia,"Polda Metro Jaya berhasil menangkap seorang wanita berinisial DM dalam kasus penyalahgunaan wewenang pemblokiran situs judi online (judol) yang melibatkan oknum pegawai dari Kementerian Komunikasi dan Digital (Komdigi). Usut punya usut, DM adalah istri dari A yang kini menjadi",,,,"Replies: , Retweets: , Likes: "
@indozonemedia,"Polda Metro Jaya menambah jumlah tersangka dalam kasus pemblokiran situs judi online menjadi 11 pegawai Komdigi dan 3 sipil.

https://
news.indozone.id/news/915266957
/tersangka-blokir-situs-judol-bertambah-jadi-11-pegawai-komdigi-dan-3-sipil
…",,,,"Replies: , Retweets: , Likes: "
@indozonemedia,11 pegawai Kementerian Komunikasi dan Digital (Komdigi) kini terus dilakukan pendalaman oleh Polda Metro Jaya berkaitan dengan kasus pemblokiran situs judi online (judol). Salah satu yang didalami oleh Polda Metro Jaya berkaitan dengan aset-aset dari para tersangka.,,,,"Replies: , Retweets: 1, Likes: 1"
@indozonemedia,"Kasus pemblokiran situs judi online (judol) yang melibatkan pegawai Kementerian Komunikasi dan Digital (Komdigi) terus berkembang hingga terbaru, Polda Metro Jaya berhasil menangkap seorang bandar judol berinisial HE. HE merupakan bandar atau bos di situs judol dengan nama situs",,,,"Replies: , Retweets: , Likes: "
@indozonemedia,"Polda Metro Jaya membeberkan cara kerja beberapa tersangka dalam kasus pemblokiran situs judol yang melibatkan pegawai Komdigi.

https://
news.indozone.id/news/915279244
/pegawai-komdigi-sortir-situs-judol-yang-tak-bayar-setoran-2-minggu-sekali-terancam-diblokir
…",,,,"Replies: , Retweets: , Likes: 1"
@gemaposID,"Kemkomdigi menegaskan bahwa pemblokiran sementara platform Internet Archive (
http://
Archive.org) merupakan langkah perlindungan masyarakat yang terukur dan berdasarkan prosedur hukum.  
https://
gemapos.id/31123/komdigi-
blokir-sementara-situs-archive-org-karena-muat-konten-judol-pornografi
… #Komdigi #AlexanderSabar #situsarchive #komdigiblokirarchive",,,,"Replies: , Retweets: , Likes: "
@akuratco,"Polisi Ajukan Pemblokiran 47 Rekening Tersangka Kasus Judol Kementerian Komdigi

Hingga saat ini, Polda Metro Jayatelah menetapkan 15 tersangka dalam kasus judi online di Kementerian Komdigi, dengan rincian 11 pegawai Komdigi dan 4 sipil.


https://
akurat.co/hukum/13052880
49/polisi-ajukan-pemblokiran-47-rekening-tersangka-kasus-judi-online-kementerian-komdigi
…",,,,"Replies: , Retweets: 1, Likes: 1"
@penasultra_id,"Polda Sultra Ajukan Pemblokiran 1197 Situs Judol ke Komdigi

https://
penasultra.id/polda-sultra-a
jukan-pemblokiran-1197-situs-judol-ke-komdigi/
…",,,,"Replies: , Retweets: , Likes: "
@goinkrezi,Bajingan kalian. Bukannya ngurusin judol malah blokade instagram,,,,"Replies: , Retweets: , Likes: "
@pikiran_rakyat,"Selama rentang waktu periode 8 Agustus 2023 hingga 19 November 2024, Kementerian Komunikasi dan Digital (Komdigi) telah mengirimkan pengajuan pemblokiran 821 rekening bank kepada pihak perbankan terkait judi online (judol).
.
""Jadi sebagaimana teman-teman ketahui bahwa situs",,,,"Replies: , Retweets: , Likes: 1"
@Harian_Jogja,Meutya Hafid Bantah Komdigi Terkait Isu IG-FB Down saat Demo,,,,"Replies: , Retweets: , Likes: "
