Author_Username,Tweet_Text,Mentions,Reply_To,Quote_Tweet_Of,Engagement,Sentimen
@rreadresistance,"bjir aku beli LPD iseng abis aksi RUU TNI di patjar merah  ternyata langka…. 

btw semua buku ini ada di perpus membaca melawan yg akan launching bulan ini!!! ",,,@senogp,"Replies: 1, Retweets: 7, Likes: 31",1
@kompascom,"Hakim MK Sebut Aktivis Kontras Keren karena Geruduk Rapat RUU TNI di Hotel Fairmont

Baca di 
https://
nasional.kompas.com/read/2025/07/1
4/12394031/hakim-mk-sebut-aktivis-kontras-keren-karena-geruduk-rapat-ruu-tni-di-hotel?source=terpopuler
…",,,,"Replies: 12, Retweets: 120, Likes: 354",1
@KangManto123,"RUU Kejaksaan digugat ke MK karena dinilai beri kewenangan berlebihan dan kesan kebal hukum.

Tapi... pesimis juga sih.
UU TNI aja mentok, alasannya: penggugat dianggap gak punya legal standing.

Lalu, siapa sebenarnya yang boleh menggugat ke MK, Rakyat atau cuma elit tertentu?",,,,"Replies: 5, Retweets: 15, Likes: 23",0
@barengwarga,"Anjay, udah ada buzzernya , Playbooknya sama kayak RUU TNI:

– Rapat dicepetin
– Draftnya nggak dipublish
– Kita warga nyari sendiri lewat bocoran  
- Buzzer keluar nanya dasar nolaknya pakai draft asli nggak?  
– Padahal draft aslinya harusnya diminta langsung ke DPR, soalnya",,@barengwarga,@Eka_Bay,"Replies: 32, Retweets: 2.5K, Likes: 5.7K",0
@agavallaria,"Ya allah capek cug, gw mau kuliah dulu, mau hepi hepi, fak men. Gw mau utbk ada ruu tni, sekarang gw mau ospek ada rkuhap. Knp sih, tenang aja dulu. Ga usah banyak tingkah lo pemerintah",,@barengwarga,,"Replies: 1, Retweets: , Likes: 3",0
@miyaminkomplit,waktu pulang dari RS abis dipukulin dr aksi RUU TNI dapet driver gocar yg ternyata PURNAWIRAWAN TNI dan pernah tugas jaman SUHARTO. tp endingnya dia ikut tai2in polisi bareng sih WKWKWKWKWKWK,,,@GERWANIDYKE,"Replies: 2, Retweets: 1, Likes: 33",0
@SETYAKI22965702,"AKTIVIS HAM , HARIS ASHAR Menyentil DPR, 
Soal Pembahasan RUU KUHAP yg Dinilai Tertutup dn Ter buru².

Masalah Utama adl Akses Publik thdp Dokumen tsb (RUU KUHAP), 
Ia Menyoroti Praktik² lama DPR yg  Kerap
Tak Transparan Draft UU Spt Kasus
Omnibus Law, UU MINERBA hg RUU TNI.",,,,"Replies: , Retweets: , Likes: 2",0
@jannahseeker99,"Ah shit here we go again, RUU TNI, RUU ciptakerja, RUU omnibus law #TolakRUUKUHAP",,@barengwarga,,"Replies: , Retweets: 1, Likes: 11",0
@habiburokhman,"Banyak yang bilang penangkapan di RUU KUHAP jadi 7 hari.
Faktanya, tidak begitu.
Penangkapan tetap maksimal 1x24 jam, sama seperti KUHAP lama. Itu sudah jelas di Pasal 90.

Lalu muncul juga isu bahwa Polri makin berkuasa karena disebut “penyidik utama”.
Itu keliru.
Istilah itu",,,,"Replies: 2, Retweets: , Likes: 4",0
@enoliska_,"Liat proses pengesahan RUU TNI dan otw ada pengesahan Revisi KUHAP terus masih ada anak hukum nulis skripsi dengan pembuka ""Indonesia adalah negara hukum?"", fix anak buah jokowi.",,,,"Replies: 10, Retweets: 70, Likes: 235",0
@projectm_org,"Di bawah rezim militeristik Prabowo, kontrol ini tak berdiri sendiri. RUU KUHAP sejalan dengan revisi UU Polri dan UU TNI.

Bila RUU KUHAP disahkan, pertanyaan bukan lagi sejauh mana kita punya hak, tapi sejauh mana RKUHAP merenggut tubuh kita sendiri?


https://
projectmultatuli.org/kontrol-negara
-atas-tubuh-dalam-ruu-kuhap/
…",,@projectm_org,,"Replies: 1, Retweets: 5, Likes: 17",0
@peachyfraise,RKUHAP dikebut persis kaya RUU TNI. Emang negara ini menuju fasis.,,,,"Replies: , Retweets: , Likes: 2",0
@barengwarga,"Dapet kabar dari warga, ini serius RKUHAP mau disahin dadakan secepet itu anjir? Lebih cepet lagi dari jadwal yang kemaren soalnya. Polanya persis kayak RUU TNI.",,,,"Replies: 68, Retweets: 1.4K, Likes: 3.9K",0
@how378_,"Saat RUU TNI dibahas, terjadi penolakan & demo dimana-mana hingga terjadi bentrokan.

Tapi para wakil rakyat menutup mata, telinga & hati mereka.
Andai TNI bisa mengisi posisi di DPR, pasti para wakil rakyat itu sendiri yg paling lantang menolak RUU tsb..",,,,"Replies: 1, Retweets: 2, Likes: 5",0
@Ogaman888,"Dunno. Dia bkn harto yg lebih brutal n terang2an. Mentri UMKM ini dari golkar. Kl dia org gerindra msh bs gw percaya. Trs selama dia mimpin, ad protes ""kecil"" didiemin (inget RUU TNI?) n ga knp2 tuh.

Dia lbh fokus tenggelam dlm pemikiran childishny",,@mengiyakah,,"Replies: 1, Retweets: 3, Likes: 2",0
@MyfavMeerkat,Hmmmm. Dia posisi oposisi aja berasa koalisi. Puan dari mana fyi? Yg mengesahkan RUU TNI siapa?  Yaudah udah kebaca semuanya. Alias ga guna juga melebeli diri sbg oposisi kalo kalian semua setuju sama rezim dan ga mihak rakyat sama sekali.,,,@tempodotco,"Replies: 1, Retweets: , Likes: 3",0
@horanghwoo,"kmrn punya temen magang lulusan salah satu dr situ. magang di kantor berita dan pas lg rame demo ruu tni. their comment was ""gue gk pernah paham sih esensi demo-demo gini ini untuk apa."" are we deadass ",,,@dontyovdare,"Replies: , Retweets: , Likes: 7",0
@_riverheaven,"SIAPA PALING DISALAHKAN ATAS DISAHKANNYA RUU TNI

Padahal kita pernah melalui era dimana kekuatan Presiden yang otoriter yang di backup TNI (ABRI saat itu). Entah apa yang ada di kepala anggota 
@DPR_RI
 ?
---
Joki Papua Kaget Senin Butuh KementerianHukum Guru GibranRacunBangsa",@DPR_RI,,,"Replies: 4, Retweets: 34, Likes: 88",0
@jayvicha,guys pls drop au yang ada dewtee skynani winnysatang dll yang pada ikut demo ruu tni itu guys PLS DROP LINK PALA GUA PUSING BANGET NYARINYA.....,,,,"Replies: 6, Retweets: 3, Likes: 7",0
@Penyair_Berdiri,"Kepada kalian tolong jangan lupakan jasa jokowi kepada luhut binsar panjaitan 

sambil tetap tolak RUU Kejaksaan  dan dukung penggugat UU TNI di MK.",,,,"Replies: , Retweets: , Likes: 2",0
@Muhikhsan52,"Ya itulah masalahnya, doktrin OPM udah merangsek di pemda sampek mahasiswa. Pas demo RUU TNI oleh mahasiswa di surabaya pun ditunggangi simpatisan OPM loh.",,@AndroTanko93077,,"Replies: , Retweets: , Likes: 16",0
@lepasalmamater,"dulu hal ini juga perna dilakuin pas waktu ruu tni, dan sekarang tetep lanjut, knapa kita ga pake jalur anarkisme",,@KontraSupdates,,"Replies: 2, Retweets: 1, Likes: 21",0
@floralwhisp,"Intimidasi kaya gini malah makin menperjelas uu TNI ini harus ditolak. 

Intimidasi sipil, ribut ngusut dalang yang tolak ruu TNI, giliran isu perang dunia kmrn ngajakin sipil buat bantuin perang.",,,@ARSIPAJA,"Replies: 1, Retweets: 3, Likes: 10",0
@gatomeong,wktu demo ruu tni di surabaya wktu itu ada anak bonek yg ikut lemparin molotov ke barisan aparat. pengen mengabadikan tpi gasempat,,,,"Replies: 1, Retweets: , Likes: 19",0
@eddiewahjudiono,"TNI 
@Puspen_TNI
 tdk intropeksi diri,penolakan RUU TNI adalah hak masyarakat menyatakan pendapat nya yg dijamin konstitusi 
Oditur militer di MA 
@MahkamahAgung
 mengapa tdk menindak para jendral yg punya arogansi bhw TNI itu kebal hukum 
 Apakah RI sdh bukan negara hukum ?","@Puspen_, @MahkamahAgung",@tempodotco,,"Replies: , Retweets: 1, Likes: 27",0
@lawjustice_co,"Saksi Ahli di MK: RUU TNI Tak Penuhi Syarat Mekanisme `Carry Over` 


@officialMKRI
 #saksiahli #MahkamahKonstitusi #RUUTNI 

https://
law-justice.co/artikel/188406
/saksi-ahli-di-mk-ruu-tni-tak-penuhi-syarat-mekanisme-carry-over/
…",@officialMKRI,,,"Replies: , Retweets: , Likes: 3",0
@rotigandumbasah,"yeah.. never really saw the hype for him anyways... ever since the tolak ruu tni interview it was like legit downhill  if you're sick of ""politically neutral"" people, i'd suggest you stay away from him 
https://
x.com/nitemanuscript
/nitemanuscript/status/1939967566119645576
…",,,,"Replies: 3, Retweets: 13, Likes: 292",0
@_cenk90E,"Nahhh Kan... 
Skrg pada maen lempar lemparan deh.. 

Ayooo DPR, 
Buktikan klean mewakili Rakyat, kmrn Ruu TNI gercep banget, blm skrg yg lagi digodog Ruu Kejaksaan sama Polri, 

Jgn cuma omon omon doang lah",,,,"Replies: , Retweets: 1, Likes: 11",0
@Om_HME,"Gw dalang penolakan RUU TNI. Kenapa? Apa itu perbuatan kriminal?

Kl pun misalnya perbuatan kriminal jg usutnya lewat Polri. Apa kewenangan TNI menelusuri dan utk apa?",,@tempodotco,,"Replies: , Retweets: 1, Likes: 29",0
@mymo0d,"Demo organik atau bayaran padahal bisa dilihat dari substansi tuntutan demonya apa, logis gak?

Dikira demo indonesia gelap dan ruu tni kualitasnya sama dengan demo dari para pendemo berseragam ""keluarga bahlil""",,@tempodotco,,"Replies: 1, Retweets: 23, Likes: 534",0
@TeddGus,"TENTU ARTIS, KOMIKA DAN PRESENTER BISA DIHUKUM JIKA TERBUKTI DIBAYAR DALAM DEMO RUU TNI DAN GERAKAN INDONESIA GELAP. KARENA SECARA AKAL SEHAT, TIDAK ADA KERUGIAN BAGI MEREKA SECARA PRIBADI DAN BANGSA INI, SEHINGGA ANEH JIKA MEREKA IKUT DEMO DAN GERAKAN TERSEBUT KARENA ALASAN",,,,"Replies: 2, Retweets: 17, Likes: 50",0
@tempodotco,"TNI vs Marcella

Tentara ingin menelusuri dalang di balik penolakan RUU TNI dan Indonesia Gelap. 

Pengakuan Marcella Santoso jadi pintu masuk?

#KartunTempo #KartunMajalahTempo #MajalahTempo",,,,"Replies: 25, Retweets: 336, Likes: 1.5K",0
@draftanakunpad4,kang sammy lo keren tadi pas orasi RUU TNI. Jempol kebwh buat aparat disana! Terus bersuara dan lanjutkan. HIDUP MAHASISWA pad!,,,,"Replies: 1, Retweets: 1, Likes: 26",1
@Penyair_Berdiri,"APH sedang kompak-kompaknya pengalihan isu akan Gugatan UU TNI, dikritisinya RUU KUHAP KEJAKSAAN POLRI yang diyakini bakal merusak supremasi sipil & hukum serta timbulnya Lembaga Super Power dengan pernyataan2 yang membuat gaduh di masyarakat seperti ini !",,,,"Replies: 1, Retweets: 2, Likes: 5",0
@165Hati,"""Judi online dilarang, kecuali kalau buat setor ke pejabat?""
Terdakwa akui kasih duit ke Menkominfo Budi Arie.
Di negeri +62: yang ditangkap rakyat kecil, yang terima duduk di kursi empuk.
Percuma kejaksaan di backup TNI Kalau sama Genk solo takut?? 
Tolak RUU Kejaksaan",,,,"Replies: 1, Retweets: , Likes: 6",0
@Penyair_Berdiri,"Tentu saja ini perkara berat nan sulit, bagi mereka kasus ini setara dengan pagar laut khong guan, sampai kejaksaan dibuat kecirit elak sana elak sini ?

Jadi ya percuma dengan kewenangannya yang gede dan di jagain TNI kalo gemeter sama HELM ! 

Tolak RUU Kejaksaan",,,,"Replies: 1, Retweets: 2, Likes: 6",0
@DjM_46_531,Dia yg kmrn ni pas demo RUU TNI sok2 bilang di Surabaya aman2 aja kan? Yikes another not-even-bare-minimum gay,,@twunkachu,,"Replies: , Retweets: , Likes: 1",0
@jannahseeker99,Ngomong gini berarti kondisi sekarang kalah ya pak? Padahal udah ngambil ruang sipil lewat RUU TNI masih kalah. PAYAH! #JokowiAlumniPasarPramuka #fufufafaharusdimakzulkan #LengserkanGibran,,@geloraco,,"Replies: , Retweets: 1, Likes: 2",0
@TeddGus,"Di tahun 98 kita turun ke jalan menggunakan hati, karena kita secara pribadi merasakan kerugiannya secara langsung bertahun-tahun. Tapi kalau demo RUU TNI dan gerakan Indonesia Gelap, itu bukan dari hati. Nah, apakah ini karena bayaran dari Marcella Santoso? Ini bisa jadi pintu",,,,"Replies: 14, Retweets: 6, Likes: 26",0
@agavallaria,"Tanpa menghilangkan respect ke bang je dan isu palestinanya y, kak. Aku juga relate sama dia. Flashback utbk era ft RUU TNI (udh UU kn yak hahahaha). Bnr bnr drain energi banget ketika lagi ada agenda gede tapi kedistract sama isu saking frustasinya dan dia bsk perform",,@caseywonie,,"Replies: , Retweets: , Likes: 23",0
@TeddGus,"Siapa saja yang dibayar oleh Marcella Santoso dalam membuat gerakan menolak RUU TNI dan gerakan Indonesia gelap?

Video Selengkapnya

https://
youtu.be/hkwHc5vkM-Q",,,,"Replies: 9, Retweets: 16, Likes: 40",0
@TeddGus,"Fakta pengakuan dari tersangka, Marcella Santoso, bahwa dia adalah orang yang ada dibalik gerakan menolak RUU TNI dan gerakan Indonesia Gelap. Gerakan ini adalah gerakan yang digerakkan, bukan dari hati tapi dari arahan

Video selengkapnya

https://
youtu.be/hkwHc5vkM-Q",,,,"Replies: 3, Retweets: 5, Likes: 25",0
@isontrial,Yang harusnya disahkan itu RUU HPI dongo malah macem2 uu tni monyet,,,,"Replies: 1, Retweets: 2, Likes: 7",0
@seal_fae_drawnt,"We're already at ""students"" part, if the past reactions toward #IndonesiaGelap and RUU TNI protests were to be seen.",,,@great_fleet,"Replies: , Retweets: 1, Likes: 2",0
@sammi_ananta,"Semua produk RUU Kejaksaan hingga UU TNI juga melalui DPR. 
Lalu ? Mengapa terkesan santuy ?",,,,"Replies: 1, Retweets: , Likes: 1",0
@SamGiMen,"Hari ini ada 6 JR formil revisi UU TNI yg tidak diterima hakim MK krn legal standing.

WNI yg gugat revisi  UU TNI kudu bisa jelasin kerugiannya. Salah satu dalil hakim MK adl para penggugat gak bisa buktiin pernah TERLIBAT aktif bahas RUU TNI tsb.


https://
news.detik.com/berita/d-79834
32/lagi-mk-tak-terima-gugatan-uu-tni
…",,@LembagaKERIS,,"Replies: , Retweets: 1, Likes: 1",0
@no1melonlover,Hankam itu menyangkut keselamatan semua warga negara. Tolol klo kmu bilang RUU TNI gk ngefek ke kehidupan sipil pdhl nyata² tupoksinya udh menyimpang dr tujuan hankam,,@no1melonlover,,"Replies: , Retweets: 1, Likes: 9",0
@LaiElfrid,"Padahal, suara publik harus menjadi prioritas utama dalam memandang berbagai isu krusial yang menyentuh hajat hidup orang banyak.
Tolak RUU Kejaksaan 
Cabut UU tni",,,,"Replies: 3, Retweets: 2, Likes: 3",0
@LexMarteg,"Masyarakat masih menilai DPR ndak memenuhi aspirasi publik dalam pembahasan RUU....
Sejumlah RUU menjadi sorotan, mulai dari RUU Perlindungan Pekerja Rumah Tangga, RUU Kejaksaan, hingga kontroversi dari UU TNI

DPR masih layakkah dianggap sebagai Wakil Rakyat??",,,,"Replies: 2, Retweets: 9, Likes: 13",0
@LaiElfrid,",,, adanya kesenjangan antara harapan masyarakat dan respons politik ini dapat memicu ketidakpercayaan dan apatisme.
Tolak RUU Kejaksaan 
Cabut UU tni",,,,"Replies: , Retweets: 2, Likes: 3",0
@LaiElfrid,"Masyarakat masih menilai DPR tidak memenuhi aspirasi publik dalam pembahasan rancangan undang-undang atau RUU. 
Tolak RUU Kejaksaan 
Cabut UU tni",,,,"Replies: , Retweets: 2, Likes: 3",0
@Gejolakruang,"China udah bisa buat drone nyamuk lahh indo, komandanya Masih nyari dalang penolakan RUU TNI. Sungguh kesenjangan SDM. Kwkwkwkkw",,@Ben3attha,,"Replies: , Retweets: 2, Likes: 43",0
@finostalgiaa,Bagian ruu tni lo kemanee. Skrg aja bisa bisanya bilang ga solid,,,,"Replies: 1, Retweets: 1, Likes: 6",0
@TIIndonesia,"Jika pejabat menyadari bahwa setiap gaji yang diterima setiap bulannya berasal dari pajak rakyat, mereka mungkin akan paham bahwa rakyat adalah tuan mereka yang kepentingannya harus didahulukan.

Apakah proses RUU TNI sudah memenuhi partisipasi publik? Publik yang mana?",,,,"Replies: 1, Retweets: 3, Likes: 4",0
@mas_veel,"Hubungannya dg si Marcella yg ngaku dia sebagai bohir tagar Indonesia gelap dan TOLAK RUU TNI?  
https://
x.com/ardinat4_/stat
/ardinat4_/status/1937785623550849226
…",,,,"Replies: 6, Retweets: 12, Likes: 35",0
@hope_emak,"DPR dan partai politik dinilai lebih banyak memainkan kepentingan eksekutif daripada publik dalam pembuatan RUU.
.
TOLAK RUU KEJAKSAAN 
Cabut RUU TNI 

https://
kompas.id/artikel/masyar
akat-menilai-dpr-belum-penuhi-aspirasi-dalam-pembuatan-undang-undang
…
Alhamdulillah HIDUP BLONDE Tim SAR Rinjani Brazil",,,,"Replies: 2, Retweets: 4, Likes: 7",0
@Jatosint,"Kalau UU TNI gk ada dampaknya ke pihak-pihak diluar tubuh TNI dan pemerintah, kenapa waktu RUU TNI ramai dibicarakan dan baru disahkan salah satu argumen yg dipakai oleh TNI bahwa RUU/UU ini akan memperkuat pertahanan negara (yg artinya berdampak luas)?


https://
tni.mil.id/view-253587-re
visi-uu-tni-untuk-perkuat-pertahanan-negara-dan-profesionalisme-prajurit.html
…",,@SamGiMen,,"Replies: 2, Retweets: 3, Likes: 4",0
@blantik_pedhet2,"Ahirnya ketauan belangnya, ternyata tagar indonesia gelap dan tolak ruu TNI ada bohirnya,

@BangEdiii
 
#TangkapEdiHermanto",@BangEdiii,,,"Replies: 2, Retweets: 2, Likes: 14",0
@Adell4426,"Pengusaha Emas dan Perak Edi Hermanto 
@BangEdiii
 Tajir melintir donatur aksi Indonesia Gelap dan seruan Tolak RUU TNI utk bikin kacau Indonesia 

Ejang Hadian  
@BosPurwa
 adlh begundalnya di X

CC 
@Cakra_Kostrad
 #TangkapEdiHermanto","@BangEdiii, @BosPurwa, @Cakra_Kostrad",,,"Replies: 1, Retweets: 1, Likes: 1",0
@chyn404,"Kalian pikir setelah bikin demo Indonesia Gelap dan demo Tolak Ruu TNI, 
@Cakra_Kostrad
 dan 
@BangEdiii
 mau nyaman dan aman gitu ,setelah kalian bikin gaduh INDONESIA, OH PASTI TIDAK .... 
@BosPurwa

#TangkapEdiHermanto","@Cakra_Kostrad, @BangEdiii, @BosPurwa",,,"Replies: 1, Retweets: 2, Likes: 1",0
@kweselek,"Penyebaran tagar #IndonesiaGelap dan isu Tolak RUU TNI ternyata ada aktor intelektualnya, yaitu Edi Hermanto, pengusaha emas dan perak siapa lagi kalau bukan 
@BangEdiii
 Mohon 
@Cakra_Kostrad
 segera comot ini orang Pak.
#TangkapEdiHermanto","@BangEdiii, @Cakra_Kostrad",,,"Replies: 1, Retweets: 3, Likes: 3",0
@DiarPangestu_,"Ternyata ini org-org di balik tagar Indonesia Gelap dan Tolak RUU TNI beberapa waktu lalu.

@BosPurwa


@BangEdiii
 

@Cakra_Kostrad


#TangkapEdiHermanto","@BosPurwa, @BangEdiii, @Cakra_Kostrad",,,"Replies: 1, Retweets: 10, Likes: 5",0
@XiaoMei_99,"King Purwa  Ejang Hadian  
@BosPurwa
 Buzzer bayaran Edi Hermanto 
@BangEdiii
 pengusaha emas dan perak yg ada di balik tagar Tolak RUU TNI dan Indonesia Gelap utk kacaukan Indonesia 

CC 
@Cakra_Kostrad
 segera #TangkapEdiHermanto Krn dengan uangnya dia menggerakkan buzEr pengacau","@BosPurwa, @BangEdiii, @Cakra_Kostrad",,,"Replies: 1, Retweets: 2, Likes: 1",0
@langitsenjaka,"Jadi orang yg jadi bohir Bos Purwa tuh  
@Cakra_Kostrad
 dan 
@BangEdiii
 ? Sampe sengaja bikin gerakan Tolak RUU TNI, dengan tafsir salah kaprah #TangkapEdiHermanto","@Cakra_Kostrad, @BangEdiii",,,"Replies: 1, Retweets: 1, Likes: 1",0
@Jhon_Kingss,"Aparat hukum harus bergerak cepat menindak demi mencegah lahirnya aksi2 lain dengan pendanaan ilegal seperti gerakan ""Indonesia Gelap"" maupun ""Tolak RUU TNI"" menjadi hal yg lumrah, termasuk aktor dan buzzer2nya ! #TangkapEdiHermanto",,@Jhon_Kingss,,"Replies: , Retweets: 2, Likes: 3",0
@Jhon_Kingss,"Untuk aksi ""Tolak RUU TNI"" misalnya, dinarasikan seakan ada keresahan masyarakat terhadap potensi militerisasi yg disemburkan di medsos oleh 
@BosPurwa
 dkk sebagai gugus depannya 
@BangEdii
, sang donatur. #TangkapEdiHermanto","@BosPurwa, @BangEdii",@Jhon_Kingss,,"Replies: 1, Retweets: 2, Likes: 3",0
@Jhon_Kingss,"Isunya seolah gerakan ""Indonesia Gelap"" & ""Tolak RUU TNI"" merupakan respon masyarakat sipil terhadap kebijakan pemerintah, namun itu hanya kemasan atas nama demokrasi! #TangkapEdiHermanto",,@Jhon_Kingss,,"Replies: 1, Retweets: 2, Likes: 3",0
@Jhon_Kingss,"""Indonesia Gelap"" & ""Tolak RUU TNI""

Ini mungkin aksi menjatuhkan legitimasi pemerintah terlicik! Dibalik aksi yg seolah diprakarsai o/ elemen kaum intelek & kaum selebriti ternyata duduk manis bohir2 munafik bermotif sesat. 
@BangEdii
 
@BosPurwa
 
@Cakra_Kostrad
 #TangkapEdiHermato","@BangEdii, @BosPurwa, @Cakra_Kostrad",,,"Replies: 2, Retweets: 2, Likes: 3",0
@Juna99Ind,"Pendukung Anies udah kalah di Pilpres 2024 msh sibuk provokasi.
Tagar Indonesia Gelap & Tolak RUU TNI disebar masif unk tujuan menyudutkan lembaga negara.
Salah satunya: 
@BosPurwa

Dan di baliknya ada bohir:
 EDI HERMANTO alias 
@BangEdiii
 
#TangkapEdiHermanto
Cc 
@Cakra_Kostrad","@BosPurwa, @BangEdiii, @Cakra_Kostrad",,,"Replies: 1, Retweets: , Likes: 2",0
@Jhon_Kingss,"Dan dalam konteks aksi ""Tolak RUU TNI"" , Edi Hermanto (
@BangEdii
 ) dan koleganya 
@BosPurwa
 diduga sengaja membangun & menyebarkan narasi anti-militer utk melemahkan peran TNI dalam pemerintahan. #TangkapEdiHermanto","@BangEdii, @BosPurwa",@Jhon_Kingss,,"Replies: , Retweets: 2, Likes: 3",0
@Jhon_Kingss,"Pelaku2 yang berdiri dibelakang layar dan belum tersentuh hukum dari aksi2 ""Indonesia Gelap & ""Tolak RUU TNI"" sejatinya adalah centeng2 penerima dana asing berjubah pengusaha dan LSM yg patut dicyduk ! #TangkapHermanto",,@Jhon_Kingss,,"Replies: 1, Retweets: 2, Likes: 3",0
@Jhon_Kingss,"Tujuan lain dari Gerakan ""Indonesia Gelap dan ""Tolak RUU TNI"" yg didanai oleh oligarki politik ini adalah demi menciptakan kekacauan untuk melemahkan pemerintahan sekaligus mendowngrade kepercayaan publik pada pemerintah yg sah! #TangkapEdiHermanto",,@Jhon_Kingss,,"Replies: 1, Retweets: 2, Likes: 3",0
@Jhon_Kingss,"Dalam konteks gerakan ""Tolak RUU TNI"", aksi kelompok ini juga ingin melemahkan pertahanan nasional dalam menghadapi ancaman2 dilungkup persaingan modern seperti siber & narkonika. #TangkapEdiHermanto",,@Jhon_Kingss,,"Replies: 1, Retweets: 2, Likes: 3",0
@Jhon_Kingss,"Gerakan ""Indonesia Gelap"" & ""Tolak RUU TNI"" adlh upaya destabilisasi politik yg bertujuan menggagalkan program pemerintahan. Diduga Edi Hermanto (
@BangEdii
) melalui 
@BosPurwa
 adlh sponsor dibalik kepentingan dari gerakan ini... #TangkapEdiHermanto 
@Cakra_Kostrad","@BangEdii, @BosPurwa, @Cakra_Kostrad",,,"Replies: 2, Retweets: 3, Likes: 3",0
@neng6mei,"Entah ada kepentingan apa orang itu secara massive trs angkat tagar Indonesia gelap & tolak RUU TNI,  udeh brp banyak duit yg digelontorkan bohir 
@BangEdiii



@BosPurwa
 
#TangkapEdiHermanto

Kita tunggu tindakan TNI

@Cakra_Kostrad","@BangEdiii, @BosPurwa, @Cakra_Kostrad",,,"Replies: 1, Retweets: , Likes: 4",0
@oliviaureel,"Penyebaran tagar #IndonesiaGelap dan isu Tolak RUU TNI ternyata ada aktor intelektualnya, yaitu Edi Hermanto, pengusaha emas dan perak siapa lagi kalau bukan 
@BangEdiii

cc 
@Cakra_Kostrad

#TangkapEdiHermanto","@BangEdiii, @Cakra_Kostrad",,,"Replies: 1, Retweets: 1, Likes: 1",1
@sukmawijaya91,"Jika UU itu membatasi hakmu yg bertentangan dgn kostitudi kau berhak menggugat ke MK.
Pertanyannya: apakah RUU TNI mengurangi hakmu /hak  masyarakat??",,@jhonsitorus_19,,"Replies: , Retweets: , Likes: 2",0
@aritj,"Sampai skrg praktik ini msh dilakukan oleh pemerintah/elit parpol. Demo menentang RUU TNI di Bandung kemarin kan terjadi preman dikerahkan melawan mahasiswa. Mangkanya kalau negara ini negara hukum, shrsnya afiliasi parpol dg ormas tdk boleh ada.",,@kompascom,,"Replies: , Retweets: 1, Likes: 23",0
@hxxguu_,"ga nyambung anjeng wkwk tololnya, lg bahas PERANG MALAH BAHAS RUU TNI. EMANG SYARAT JD PEMBENCI ITU TOLOL",,@Gejolakruang,,"Replies: , Retweets: , Likes: 5",0
@senyum_lucu,Dan DPR juga bukan tni aktif maupun calon tni maupun calon pendaftar tni. Kok bisa bikin ruu TNI.,,@NarasiNewsroom,,"Replies: 7, Retweets: 24, Likes: 381",0
@Intel_Imut,"Pada ga tau, penggerak gerakan indonesia gelap dan petisi RUU TNI ikutan bagian dari komunitas ini",,,,"Replies: 27, Retweets: 26, Likes: 25",0
@Naandaa27,"Penayangan video pengakuan Marcella Santoso menuai kritik.
Kejagung dinilai berupaya membangun framing negatif thd gerakan Indonesia Gelap & penolakan RUU TNI oleh mahasiswa. Yaitu dg mengaitkan aksi2 tsb dg seseorang yg kini tengah berurusan dg hukum !

---
Pasha Iran Tim SAR",,,,"Replies: 2, Retweets: 2, Likes: 8",0
@TilloM77,"Waktu lagi rame rame isu RUU TNI ada yang ngeluh kok adaa tentara di KAI, padahal emang tentara punya tugas buat amanin lokasi strategis kayak halte dan stasiun ",,@Aa_Kuuun,,"Replies: , Retweets: , Likes: 27",0
@just_be_meee,"Makin sini kelakuan pejabat makin freak  
Kaya gak ada hal lain untuk diurusin. RUU TNI nya kan sudah disahkan bahkan tanpa persetujuan rakyat. Tapi kok rakyat lagi yang disalahkan.",,@barengwarga,,"Replies: , Retweets: , Likes: 3",0
@KangSuparmin,"Ini malah sibuk nyari penolak RUU TNI om 

REM nya udah gak pakem ",,@saiful_mujani,,"Replies: 1, Retweets: , Likes: 1",0
@_riverheaven,"Mau pendukung 
@PDI_Perjuangan
 atau partai manapun kalo koruptor wajib di bui!
Miskinkan.

@DPR_RI
 sibuk urusin RUU TNI Polri Kejaksaan dan KUHAP tapi RUU PERAMPASAN ASET KORUPTOR pura2 buta dan tuli.Mereka pendukung KORUPTOR. DI rezim Jokowi DPR adem ayem, kecipratan uang haram ? 
https://
x.com/BSemeru4572/st
/BSemeru4572/status/1936986698204016777
…","@PDI_Perjuangan, @DPR_RI",,,"Replies: 2, Retweets: 2, Likes: 11",0
@irularr_,"beli alutsista bertrilyun2 buat ngelawan rakyat yg demo ga ada transparansi anggaran. RUU TNI disahin diem2 pas rakyat pada tidur tanpa draft yg jelas, rekrut tentara besar2an bkn buat perang tp msk ke ranah sipil (buat obat, bertani, bungkam mahasiswa, dudukin dirut perusahaan)",,@zarryhendrik,,"Replies: , Retweets: 28, Likes: 321",0
@dah_brooo,"Logikanya dimana IRT, aktivis dan mahasiswa ga bisa gugat RUU TNI. Mereka bukan WNI kah??

Lo pikir itu UU ga bakal ngaruh ke kehidupan mereka?? Apalagi pasal yg dipermasalahkan ttg keterlibatan TNI di ranah sipil. GWS pejabat Indonesia...",,@LBH_Jakarta,,"Replies: , Retweets: , Likes: 2",0
